t,s
14.670000,80.227
14.680000,112.781
14.690000,114.596
14.700000,135.998
14.710000,164.563
14.720000,172.918
14.730000,181.905
14.740000,184.830
14.750000,181.158
14.760000,190.496
14.770000,168.239
14.780000,157.497
14.790000,153.267
14.800000,135.478
14.810000,110.537
14.820000,125.249
14.830000,108.078
14.840000,114.511
14.850000,101.929
14.860000,124.657
14.870000,145.724
14.880000,144.607
14.890000,128.995
14.900000,131.485
14.910000,147.454
14.920000,141.017
14.930000,132.208
14.940000,119.261
14.950000,118.836
14.960000,109.600
14.970000,83.565
14.980000,82.635
14.990000,86.609
15.000000,88.484
15.010000,104.279
15.020000,97.068
15.030000,121.551
15.040000,126.342
15.050000,136.448
15.060000,119.862
15.070000,134.503
15.080000,128.453
15.090000,135.451
15.100000,134.946
15.110000,138.451
15.120000,128.271
15.130000,139.798
15.140000,123.372
15.150000,124.301
15.160000,127.158
15.170000,134.086
15.180000,103.417
15.190000,106.552
15.200000,90.134
15.210000,106.762
15.220000,87.366
15.230000,83.172
15.240000,69.471
15.250000,81.566
15.260000,77.487
15.270000,104.981
15.280000,99.851
15.290000,115.713
15.300000,112.141
15.310000,114.142
15.320000,110.646
15.330000,120.097
15.340000,99.921
15.350000,109.087
15.360000,93.201
15.370000,85.729
15.380000,80.186
15.390000,68.972
15.400000,68.709
15.410000,54.256
15.420000,48.094
15.430000,63.187
15.440000,46.253
15.450000,57.375
15.460000,40.661
15.470000,38.079
15.480000,31.935
15.490000,31.963
15.500000,45.116
15.510000,45.311
15.520000,53.971
15.530000,56.260
15.540000,56.822
15.550000,42.679
15.560000,50.029
15.570000,45.464
15.580000,30.552
15.590000,36.867
15.600000,28.145
15.610000,12.579
15.620000,33.593
15.630000,32.503
15.640000,32.266
15.650000,35.049
15.660000,41.612
15.670000,44.356
15.680000,30.309
15.690000,11.795
15.700000,-3.378
15.710000,-4.806
15.720000,-3.187
15.730000,-21.054
15.740000,-39.086
15.750000,-64.994
15.760000,-54.775
15.770000,-71.465
15.780000,-55.983
15.790000,-78.014
15.800000,-74.414
15.810000,-72.555
15.820000,-79.071
15.830000,-70.901
15.840000,-53.766
15.850000,-57.241
15.860000,-52.340
15.870000,-64.377
15.880000,-52.220
15.890000,-38.943
15.900000,-35.223
15.910000,-8.985
15.920000,-35.886
15.930000,-42.666
15.940000,-37.286
15.950000,-27.504
15.960000,-51.062
15.970000,-63.406
15.980000,-56.512
15.990000,-66.480
16.000000,-99.618
16.010000,-101.179
16.020000,-133.192
16.030000,-133.903
16.040000,-137.114
16.050000,-143.537
16.060000,-156.986
16.070000,-162.181
16.080000,-160.852
16.090000,-164.943
16.100000,-196.161
16.110000,-189.539
16.120000,-192.541
16.130000,-192.041
16.140000,-222.546
16.150000,-213.106
16.160000,-207.248
16.170000,-217.616
16.180000,-221.331
16.190000,-212.979
16.200000,-206.602
16.210000,-182.374
16.220000,-200.580
16.230000,-201.098
16.240000,-185.245
16.250000,-167.367
16.260000,-173.278
16.270000,-183.077
16.280000,-174.548
16.290000,-184.821
16.300000,-211.006
16.310000,-207.117
16.320000,-209.537
16.330000,-201.137
16.340000,-211.907
16.350000,-195.667
16.360000,-196.779
16.370000,-203.847
16.380000,-186.792
16.390000,-198.539
16.400000,-211.809
16.410000,-204.132
16.420000,-203.737
16.430000,-215.110
16.440000,-213.853
16.450000,-209.970
16.460000,-215.465
16.470000,-232.274
16.480000,-246.544
16.490000,-232.983
16.500000,-235.955
16.510000,-265.431
16.520000,-232.952
16.530000,-248.723
16.540000,-251.516
16.550000,-242.052
16.560000,-234.951
16.570000,-251.256
16.580000,-245.286
16.590000,-242.299
16.600000,-247.044
16.610000,-247.527
16.620000,-245.717
16.630000,-258.642
16.640000,-242.104
16.650000,-237.057
16.660000,-239.722
16.670000,-245.428
16.680000,-260.648
16.690000,-269.642
16.700000,-253.215
16.710000,-255.049
16.720000,-240.124
16.730000,-247.612
16.740000,-229.484
16.750000,-223.582
16.760000,-203.276
16.770000,-189.518
16.780000,-192.731
16.790000,-197.726
16.800000,-176.233
16.810000,-185.816
16.820000,-184.933
16.830000,-168.755
16.840000,-152.314
16.850000,-154.750
16.860000,-161.185
16.870000,-145.713
16.880000,-128.204
16.890000,-132.661
16.900000,-128.051
16.910000,-117.403
16.920000,-125.093
16.930000,-139.830
16.940000,-125.484
16.950000,-124.593
16.960000,-131.382
16.970000,-109.737
16.980000,-139.950
16.990000,-139.187
17.000000,-134.589
17.010000,-137.776
17.020000,-128.173
17.030000,-100.686
17.040000,-101.869
17.050000,-84.699
17.060000,-100.714
17.070000,-93.136
17.080000,-95.589
17.090000,-68.241
17.100000,-88.350
17.110000,-76.234
17.120000,-56.217
17.130000,-30.151
17.140000,-31.072
17.150000,-22.250
17.160000,-21.355
17.170000,-1.487
17.180000,-13.832
17.190000,7.332
17.200000,6.058
17.210000,16.800
17.220000,13.285
17.230000,14.806
17.240000,38.332
17.250000,42.518
17.260000,29.303
17.270000,32.378
17.280000,12.584
17.290000,50.433
17.300000,35.762
17.310000,31.402
17.320000,41.469
17.330000,39.078
17.340000,41.541
17.350000,44.672
17.360000,42.384
17.370000,39.348
17.380000,40.719
17.390000,43.315
17.400000,58.919
17.410000,68.546
17.420000,62.024
17.430000,82.948
17.440000,96.812
17.450000,114.033
17.460000,135.428
17.470000,147.614
17.480000,159.846
17.490000,186.868
17.500000,192.231
17.510000,197.563
17.520000,227.625
17.530000,239.794
17.540000,262.616
17.550000,275.908
17.560000,293.207
17.570000,294.249
17.580000,301.863
17.590000,296.139
17.600000,292.041
17.610000,294.050
17.620000,281.381
17.630000,285.157
17.640000,304.029
17.650000,301.953
17.660000,300.419
17.670000,267.572
17.680000,275.985
17.690000,278.940
17.700000,283.798
17.710000,268.793
17.720000,259.698
17.730000,272.788
17.740000,269.361
17.750000,250.850
17.760000,280.731
17.770000,292.545
17.780000,282.216
17.790000,283.266
17.800000,293.194
17.810000,264.879
17.820000,271.234
17.830000,281.690
17.840000,271.096
17.850000,275.731
17.860000,287.898
17.870000,312.277
17.880000,323.796
17.890000,310.882
17.900000,342.432
17.910000,360.421
17.920000,358.373
17.930000,357.432
17.940000,382.911
17.950000,396.518
17.960000,385.732
17.970000,393.688
17.980000,375.631
17.990000,400.023
18.000000,408.254
18.010000,427.802
18.020000,435.267
18.030000,444.140
18.040000,439.705
18.050000,451.205
18.060000,444.649
18.070000,468.397
18.080000,465.016
18.090000,455.116
18.100000,448.312
18.110000,476.909
18.120000,442.136
18.130000,446.948
18.140000,442.204
18.150000,440.927
18.160000,427.310
18.170000,421.175
18.180000,400.760
18.190000,418.184
18.200000,412.312
18.210000,430.523
18.220000,408.972
18.230000,416.470
18.240000,412.942
18.250000,411.855
18.260000,421.760
18.270000,442.618
18.280000,434.585
18.290000,461.749
18.300000,439.729
18.310000,447.230
18.320000,449.558
18.330000,466.496
18.340000,464.133
18.350000,474.580
18.360000,473.451
18.370000,484.981
18.380000,476.991
18.390000,471.398
18.400000,478.755
18.410000,486.352
18.420000,499.439
18.430000,482.333
18.440000,485.938
18.450000,495.191
18.460000,501.974
18.470000,493.877
18.480000,483.508
18.490000,482.221
18.500000,494.610
18.510000,485.868
18.520000,466.277
18.530000,451.955
18.540000,446.205
18.550000,448.081
18.560000,446.723
18.570000,422.885
18.580000,432.832
18.590000,425.805
18.600000,403.792
18.610000,397.352
18.620000,395.081
18.630000,394.431
18.640000,394.330
18.650000,385.659
18.660000,386.798
18.670000,370.572
18.680000,380.520
18.690000,368.810
18.700000,370.220
18.710000,386.420
18.720000,377.209
18.730000,356.301
18.740000,372.476
18.750000,367.774
18.760000,371.288
18.770000,370.947
18.780000,365.364
18.790000,358.391
18.800000,337.584
18.810000,340.885
18.820000,341.310
18.830000,335.325
18.840000,313.837
18.850000,305.620
18.860000,303.535
18.870000,301.421
18.880000,279.193
18.890000,278.094
18.900000,287.301
18.910000,290.949
18.920000,273.141
18.930000,285.716
18.940000,278.194
18.950000,269.096
18.960000,271.472
18.970000,273.306
18.980000,225.445
18.990000,231.835
19.000000,231.877
19.010000,218.410
19.020000,229.116
19.030000,210.604
19.040000,197.461
19.050000,208.989
19.060000,182.541
19.070000,184.815
19.080000,161.136
19.090000,174.936
19.100000,169.878
19.110000,163.642
19.120000,156.523
19.130000,160.178
19.140000,156.200
19.150000,147.298
19.160000,136.368
19.170000,135.713
19.180000,111.150
19.190000,104.678
19.200000,71.470
19.210000,61.541
19.220000,57.652
19.230000,59.169
19.240000,44.867
19.250000,43.330
19.260000,40.653
19.270000,44.460
19.280000,20.963
19.290000,7.543
19.300000,5.254
19.310000,6.739
19.320000,11.014
19.330000,6.554
19.340000,-6.706
19.350000,-4.940
19.360000,-10.606
19.370000,-0.281
19.380000,2.947
19.390000,6.967
19.400000,3.638
19.410000,-6.007
19.420000,-9.299
19.430000,-4.303
19.440000,-10.055
19.450000,-25.332
19.460000,-35.274
19.470000,-33.978
19.480000,-39.446
19.490000,-32.885
19.500000,-15.014
19.510000,-56.395
19.520000,-69.133
19.530000,-53.460
19.540000,-51.120
19.550000,-65.463
19.560000,-65.757
19.570000,-96.011
19.580000,-93.470
19.590000,-109.195
19.600000,-88.891
19.610000,-89.556
19.620000,-125.171
19.630000,-126.605
19.640000,-115.692
19.650000,-137.170
19.660000,-153.185
19.670000,-161.376
19.680000,-161.144
19.690000,-162.645
19.700000,-164.052
19.710000,-190.133
19.720000,-179.326
19.730000,-201.850
19.740000,-206.594
19.750000,-205.440
19.760000,-222.677
19.770000,-235.731
19.780000,-243.712
19.790000,-249.116
19.800000,-243.599
19.810000,-253.732
19.820000,-250.763
19.830000,-248.618
19.840000,-252.838
19.850000,-258.260
19.860000,-265.815
19.870000,-267.461
19.880000,-277.681
19.890000,-251.717
19.900000,-277.392
19.910000,-281.408
19.920000,-291.549
19.930000,-287.112
19.940000,-297.037
19.950000,-297.716
19.960000,-306.995
19.970000,-305.483
19.980000,-326.870
19.990000,-316.263
20.000000,-313.648
20.010000,-328.447
20.020000,-347.966
20.030000,-332.922
20.040000,-361.829
20.050000,-346.111
20.060000,-364.626
20.070000,-357.130
20.080000,-360.293
20.090000,-343.299
20.100000,-360.606
20.110000,-343.223
20.120000,-368.004
20.130000,-368.447
20.140000,-376.752
20.150000,-394.454
20.160000,-397.954
20.170000,-406.734
20.180000,-419.951
20.190000,-430.711
20.200000,-451.095
20.210000,-447.769
20.220000,-447.903
20.230000,-454.340
20.240000,-452.711
20.250000,-451.991
20.260000,-464.232
20.270000,-464.411
20.280000,-467.276
20.290000,-466.527
20.300000,-466.318
20.310000,-481.756
20.320000,-479.045
20.330000,-477.682
20.340000,-505.105
20.350000,-510.204
20.360000,-492.933
20.370000,-501.808
20.380000,-491.476
20.390000,-487.836
20.400000,-494.170
20.410000,-488.007
20.420000,-484.653
20.430000,-489.096
20.440000,-467.498
20.450000,-459.976
20.460000,-477.132
20.470000,-466.758
20.480000,-446.940
20.490000,-457.372
20.500000,-456.073
20.510000,-458.440
20.520000,-451.296
20.530000,-466.161
20.540000,-438.177
20.550000,-449.293
20.560000,-457.131
20.570000,-451.939
20.580000,-458.406
20.590000,-453.205
20.600000,-447.138
20.610000,-457.633
20.620000,-438.237
20.630000,-423.452
20.640000,-435.696
20.650000,-444.381
20.660000,-441.969
20.670000,-446.444
20.680000,-434.258
20.690000,-421.939
20.700000,-429.967
20.710000,-406.681
20.720000,-392.361
20.730000,-381.957
20.740000,-385.195
20.750000,-391.315
20.760000,-376.747
20.770000,-380.314
20.780000,-381.372
20.790000,-394.639
20.800000,-386.176
20.810000,-367.662
20.820000,-346.567
20.830000,-350.751
20.840000,-349.717
20.850000,-346.938
20.860000,-364.407
20.870000,-345.561
20.880000,-345.752
20.890000,-340.728
20.900000,-329.935
20.910000,-315.484
20.920000,-321.653
20.930000,-303.157
20.940000,-300.244
20.950000,-278.149
20.960000,-285.503
20.970000,-272.626
20.980000,-269.603
20.990000,-255.435
21.000000,-240.918
21.010000,-233.120
21.020000,-211.373
21.030000,-204.694
21.040000,-219.178
21.050000,-185.569
21.060000,-178.853
21.070000,-195.064
21.080000,-185.367
21.090000,-174.295
21.100000,-197.508
21.110000,-175.360
21.120000,-164.843
21.130000,-169.139
21.140000,-183.349
21.150000,-149.317
21.160000,-151.159
21.170000,-156.428
21.180000,-149.931
21.190000,-142.055
21.200000,-123.744
21.210000,-125.505
21.220000,-139.269
21.230000,-109.090
21.240000,-115.917
21.250000,-95.027
21.260000,-115.506
21.270000,-108.909
21.280000,-103.285
21.290000,-83.561
21.300000,-77.072
21.310000,-85.525
21.320000,-75.808
21.330000,-74.524
21.340000,-66.899
21.350000,-61.148
21.360000,-46.310
21.370000,-54.852
21.380000,-49.057
21.390000,-47.319
21.400000,-44.400
21.410000,-42.134
21.420000,-22.915
21.430000,-26.331
21.440000,-24.697
21.450000,-27.331
21.460000,-19.487
21.470000,-31.614
21.480000,-39.833
21.490000,-47.108
21.500000,-47.509
21.510000,-57.996
21.520000,-48.866
21.530000,-56.816
21.540000,-45.363
21.550000,-57.881
21.560000,-53.190
21.570000,-51.454
21.580000,-32.848
21.590000,-36.776
21.600000,-17.458
21.610000,-31.406
21.620000,-5.258
21.630000,-7.517
21.640000,-6.309
21.650000,9.348
21.660000,11.631
21.670000,10.581
21.680000,34.316
21.690000,15.362
21.700000,11.278
21.710000,29.236
21.720000,20.475
21.730000,21.316
21.740000,12.926
21.750000,15.476
21.760000,23.527
21.770000,13.756
21.780000,10.273
21.790000,12.079
21.800000,24.661
21.810000,11.943
21.820000,9.007
21.830000,23.631
21.840000,21.971
21.850000,25.488
21.860000,24.574
21.870000,37.691
21.880000,34.120
21.890000,31.697
21.900000,28.154
21.910000,22.894
21.920000,17.387
21.930000,25.391
21.940000,6.109
21.950000,13.871
21.960000,-6.339
21.970000,-13.281
21.980000,-2.676
21.990000,2.384
22.000000,-22.903
22.010000,-1.587
22.020000,2.601
22.030000,24.452
22.040000,7.635
22.050000,4.192
22.060000,10.287
22.070000,10.795
22.080000,9.225
22.090000,15.794
22.100000,12.581
22.110000,12.312
22.120000,16.182
22.130000,37.293
22.140000,17.372
22.150000,25.227
22.160000,29.370
22.170000,35.129
22.180000,28.043
22.190000,33.811
22.200000,41.060
22.210000,20.815
22.220000,37.106
22.230000,49.586
22.240000,43.596
22.250000,59.840
22.260000,54.438
22.270000,49.684
22.280000,60.826
22.290000,56.613
22.300000,59.524
22.310000,62.950
22.320000,75.057
22.330000,84.698
22.340000,70.491
22.350000,63.223
22.360000,81.386
22.370000,94.212
22.380000,84.211
22.390000,71.919
22.400000,76.489
22.410000,85.540
22.420000,78.323
22.430000,74.615
22.440000,86.452
22.450000,48.829
22.460000,45.420
22.470000,40.341
22.480000,51.579
22.490000,55.980
22.500000,57.703
22.510000,43.741
22.520000,57.266
22.530000,64.264
22.540000,73.324
22.550000,65.901
22.560000,76.474
22.570000,68.580
22.580000,61.868
22.590000,55.385
22.600000,70.443
22.610000,67.146
22.620000,64.805
22.630000,57.162
22.640000,69.594
22.650000,67.004
22.660000,79.137
22.670000,86.486
22.680000,87.829
22.690000,79.235
22.700000,99.455
22.710000,88.606
22.720000,83.145
22.730000,86.100
22.740000,102.313
22.750000,107.830
22.760000,92.124
22.770000,98.992
22.780000,104.324
22.790000,94.562
22.800000,89.385
22.810000,98.754
22.820000,86.850
22.830000,78.781
22.840000,92.080
22.850000,95.289
22.860000,86.780
22.870000,97.301
22.880000,83.215
22.890000,83.252
22.900000,97.441
22.910000,107.326
22.920000,94.045
22.930000,89.446
22.940000,90.207
22.950000,82.880
22.960000,72.919
22.970000,86.790
22.980000,76.917
22.990000,75.455
23.000000,63.860
23.010000,91.950
23.020000,89.304
23.030000,83.331
23.040000,100.517
23.050000,86.502
23.060000,76.979
23.070000,109.918
23.080000,82.497
23.090000,76.668
23.100000,89.167
23.110000,88.391
23.120000,91.667
23.130000,107.569
23.140000,97.093
23.150000,114.855
23.160000,95.090
23.170000,99.534
23.180000,85.210
23.190000,79.000
23.200000,78.308
23.210000,93.052
23.220000,91.162
23.230000,75.917
23.240000,80.176
23.250000,89.005
23.260000,87.187
23.270000,83.349
23.280000,78.684
23.290000,97.434
23.300000,99.847
23.310000,81.328
23.320000,69.607
23.330000,79.085
23.340000,87.552
23.350000,78.764
23.360000,77.309
23.370000,75.920
23.380000,84.134
23.390000,92.992
23.400000,89.885
23.410000,72.470
23.420000,99.911
23.430000,79.126
23.440000,87.638
23.450000,82.086
23.460000,99.925
23.470000,102.445
23.480000,101.894
23.490000,99.602
23.500000,120.701
23.510000,107.198
23.520000,117.361
23.530000,108.817
23.540000,117.171
23.550000,108.277
23.560000,99.039
23.570000,100.417
23.580000,111.504
23.590000,107.363
23.600000,111.167
23.610000,110.588
23.620000,126.466
23.630000,107.540
23.640000,116.574
23.650000,115.889
23.660000,102.215
23.670000,110.090
23.680000,104.692
23.690000,97.748
23.700000,108.312
23.710000,104.068
23.720000,101.480
23.730000,108.937
23.740000,98.825
23.750000,94.455
23.760000,81.002
23.770000,90.028
23.780000,82.272
23.790000,79.049
23.800000,84.702
23.810000,96.455
23.820000,90.200
23.830000,95.463
23.840000,95.690
23.850000,110.364
23.860000,98.385
23.870000,108.241
23.880000,105.062
23.890000,102.360
23.900000,107.918
23.910000,116.631
23.920000,97.834
23.930000,106.918
23.940000,111.756
23.950000,112.932
23.960000,115.112
23.970000,108.563
23.980000,111.698
23.990000,128.790
24.000000,137.029
24.010000,151.730
24.020000,114.993
24.030000,113.531
24.040000,119.998
24.050000,130.580
24.060000,126.047
24.070000,125.395
24.080000,122.971
24.090000,128.110
24.100000,128.673
24.110000,138.620
24.120000,128.218
24.130000,142.388
24.140000,127.161
24.150000,135.379
24.160000,122.779
24.170000,122.872
24.180000,120.906
24.190000,116.246
24.200000,116.374
24.210000,128.080
24.220000,133.096
24.230000,108.000
24.240000,100.314
24.250000,121.415
24.260000,122.007
24.270000,107.271
24.280000,123.689
24.290000,114.748
24.300000,108.683
24.310000,130.241
24.320000,136.602
24.330000,129.691
24.340000,124.356
24.350000,123.646
24.360000,140.649
24.370000,137.195
24.380000,146.033
24.390000,154.990
24.400000,149.165
24.410000,148.627
24.420000,141.924
24.430000,135.816
24.440000,148.274
24.450000,147.108
24.460000,150.619
24.470000,148.231
24.480000,168.524
24.490000,155.804
24.500000,174.929
24.510000,155.288
24.520000,150.443
24.530000,132.309
24.540000,140.953
24.550000,139.692
24.560000,141.263
24.570000,146.453
24.580000,164.303
24.590000,168.193
24.600000,179.778
24.610000,172.194
24.620000,154.098
24.630000,170.166
24.640000,188.747
24.650000,174.600
24.660000,185.817
24.670000,202.932
24.680000,202.161
24.690000,177.602
24.700000,181.595
24.710000,171.745
24.720000,176.745
24.730000,171.558
24.740000,146.556
24.750000,147.724
24.760000,154.361
24.770000,163.971
24.780000,152.871
24.790000,171.111
24.800000,150.873
24.810000,150.570
24.820000,140.448
24.830000,162.069
24.840000,169.469
24.850000,158.820
24.860000,159.649
24.870000,172.746
24.880000,170.894
24.890000,166.489
24.900000,174.322
24.910000,204.594
24.920000,191.750
24.930000,210.937
24.940000,200.604
24.950000,192.705
24.960000,185.868
24.970000,203.690
24.980000,185.380
24.990000,204.528
25.000000,208.815
25.010000,222.693
25.020000,188.531
25.030000,194.308
25.040000,197.564
25.050000,198.299
25.060000,199.198
25.070000,204.311
25.080000,199.807
25.090000,196.492
25.100000,196.055
25.110000,200.118
25.120000,205.155
25.130000,203.947
25.140000,194.450
25.150000,188.504
25.160000,163.228
25.170000,168.710
25.180000,166.029
25.190000,159.600
25.200000,146.834
25.210000,163.822
25.220000,164.948
25.230000,179.828
25.240000,183.727
25.250000,173.522
25.260000,154.847
25.270000,170.234
25.280000,173.288
25.290000,138.850
25.300000,154.394
25.310000,153.982
25.320000,128.210
25.330000,123.997
25.340000,117.124
25.350000,118.652
25.360000,129.478
25.370000,114.392
25.380000,134.376
25.390000,110.326
25.400000,116.955
25.410000,99.738
25.420000,91.325
25.430000,80.381
25.440000,74.189
25.450000,83.461
25.460000,85.891
25.470000,67.150
25.480000,74.262
25.490000,73.190
25.500000,74.931
25.510000,79.096
25.520000,78.050
25.530000,84.872
25.540000,86.164
25.550000,75.892
25.560000,83.938
25.570000,89.772
25.580000,96.142
25.590000,88.284
25.600000,75.351
25.610000,90.750
25.620000,92.211
25.630000,69.494
25.640000,78.316
25.650000,76.891
25.660000,55.836
25.670000,67.141
25.680000,67.285
25.690000,49.650
25.700000,52.882
25.710000,60.091
25.720000,36.899
25.730000,49.475
25.740000,42.776
25.750000,28.305
25.760000,21.606
25.770000,6.739
25.780000,23.457
25.790000,6.644
25.800000,-10.541
25.810000,-4.868
25.820000,-17.073
25.830000,-4.950
25.840000,-1.916
25.850000,2.624
25.860000,-19.459
25.870000,-16.098
25.880000,-30.646
25.890000,-26.543
25.900000,-33.530
25.910000,-21.336
25.920000,-30.257
25.930000,4.858
25.940000,-18.048
25.950000,-26.194
25.960000,-23.707
25.970000,-33.380
25.980000,-36.467
25.990000,-38.052
26.000000,-61.242
26.010000,-61.801
26.020000,-77.495
26.030000,-80.204
26.040000,-91.267
26.050000,-83.320
26.060000,-97.430
26.070000,-95.349
26.080000,-106.769
26.090000,-96.761
26.100000,-109.264
26.110000,-108.359
26.120000,-108.804
26.130000,-105.200
26.140000,-117.989
26.150000,-112.501
26.160000,-111.271
26.170000,-121.328
26.180000,-110.304
26.190000,-113.008
26.200000,-115.991
26.210000,-115.244
26.220000,-147.744
26.230000,-157.516
26.240000,-146.689
26.250000,-136.722
26.260000,-128.412
26.270000,-132.979
26.280000,-124.958
26.290000,-153.988
26.300000,-144.463
26.310000,-140.896
26.320000,-130.105
26.330000,-130.751
26.340000,-127.202
26.350000,-134.073
26.360000,-145.921
26.370000,-151.060
26.380000,-138.044
26.390000,-147.418
26.400000,-145.434
26.410000,-142.598
26.420000,-152.023
26.430000,-163.444
26.440000,-153.101
26.450000,-157.553
26.460000,-150.505
26.470000,-156.775
26.480000,-168.610
26.490000,-156.986
26.500000,-155.681
26.510000,-171.245
26.520000,-156.850
26.530000,-164.917
26.540000,-148.613
26.550000,-144.937
26.560000,-145.286
26.570000,-129.927
26.580000,-161.910
26.590000,-154.810
26.600000,-129.747
26.610000,-152.575
26.620000,-172.948
26.630000,-169.232
26.640000,-148.794
26.650000,-149.220
26.660000,-163.260
26.670000,-173.602
26.680000,-174.098
26.690000,-170.524
26.700000,-162.478
26.710000,-156.773
26.720000,-153.450
26.730000,-140.170
26.740000,-177.592
26.750000,-167.991
26.760000,-152.411
26.770000,-170.764
26.780000,-177.631
26.790000,-144.704
26.800000,-165.034
26.810000,-174.700
26.820000,-169.946
26.830000,-167.209
26.840000,-161.470
26.850000,-147.554
26.860000,-191.315
26.870000,-159.698
26.880000,-161.341
26.890000,-158.254
26.900000,-180.848
26.910000,-191.632
26.920000,-201.692
26.930000,-201.220
26.940000,-198.054
26.950000,-186.493
26.960000,-204.009
26.970000,-210.376
26.980000,-202.843
26.990000,-211.845
27.000000,-205.702
27.010000,-213.186
27.020000,-229.630
27.030000,-236.946
27.040000,-242.600
27.050000,-220.041
27.060000,-229.995
27.070000,-218.612
27.080000,-224.961
27.090000,-206.455
27.100000,-202.151
27.110000,-216.155
27.120000,-213.158
27.130000,-207.820
27.140000,-218.445
27.150000,-210.713
27.160000,-197.318
27.170000,-207.964
27.180000,-223.851
27.190000,-217.103
27.200000,-223.556
27.210000,-210.872
27.220000,-201.031
27.230000,-194.598
27.240000,-189.574
27.250000,-193.287
27.260000,-181.660
27.270000,-195.469
27.280000,-193.652
27.290000,-210.195
27.300000,-201.695
27.310000,-196.769
27.320000,-207.180
27.330000,-202.916
27.340000,-195.176
27.350000,-190.248
27.360000,-187.448
27.370000,-202.084
27.380000,-189.426
27.390000,-200.700
27.400000,-191.463
27.410000,-208.984
27.420000,-207.193
27.430000,-197.962
27.440000,-190.826
27.450000,-192.030
27.460000,-204.247
27.470000,-187.755
27.480000,-182.272
27.490000,-192.492
27.500000,-179.641
27.510000,-178.462
27.520000,-155.657
27.530000,-168.292
27.540000,-178.354
27.550000,-154.269
27.560000,-168.323
27.570000,-166.113
27.580000,-160.624
27.590000,-158.404
27.600000,-170.563
27.610000,-174.818
27.620000,-157.280
27.630000,-152.929
27.640000,-154.583
27.650000,-162.149
27.660000,-147.223
27.670000,-138.431
27.680000,-154.034
27.690000,-133.315
27.700000,-134.593
27.710000,-136.429
27.720000,-147.421
27.730000,-145.745
27.740000,-148.680
27.750000,-136.135
27.760000,-152.112
27.770000,-159.879
27.780000,-155.253
27.790000,-163.727
27.800000,-181.748
27.810000,-164.951
27.820000,-160.256
27.830000,-158.149
27.840000,-170.981
27.850000,-164.363
27.860000,-177.370
27.870000,-167.145
27.880000,-173.837
27.890000,-183.473
27.900000,-165.203
27.910000,-152.942
27.920000,-180.434
27.930000,-175.184
27.940000,-182.378
27.950000,-161.205
27.960000,-163.574
27.970000,-149.348
27.980000,-157.525
27.990000,-158.784
28.000000,-164.683
28.010000,-141.206
28.020000,-136.791
28.030000,-125.107
28.040000,-137.566
28.050000,-124.728
28.060000,-116.375
28.070000,-117.762
28.080000,-89.241
28.090000,-90.526
28.100000,-94.932
28.110000,-84.961
28.120000,-84.095
28.130000,-59.828
28.140000,-73.733
28.150000,-87.779
28.160000,-82.493
28.170000,-100.287
28.180000,-89.534
28.190000,-82.173
28.200000,-88.629
28.210000,-74.170
28.220000,-81.733
28.230000,-96.330
28.240000,-93.845
28.250000,-101.098
28.260000,-76.800
28.270000,-84.994
28.280000,-84.019
28.290000,-94.762
28.300000,-101.053
28.310000,-102.562
28.320000,-77.965
28.330000,-83.104
28.340000,-79.340
28.350000,-68.849
28.360000,-69.346
28.370000,-61.966
28.380000,-52.828
28.390000,-69.463
28.400000,-62.333
28.410000,-53.163
28.420000,-43.695
28.430000,-53.361
28.440000,-45.692
28.450000,-47.137
28.460000,-35.615
28.470000,-42.212
28.480000,-34.224
28.490000,-14.528
28.500000,-2.577
28.510000,-13.778
28.520000,10.709
28.530000,9.570
28.540000,1.779
28.550000,10.095
28.560000,22.106
28.570000,24.220
28.580000,18.885
28.590000,24.301
28.600000,27.278
28.610000,20.854
28.620000,29.644
28.630000,39.212
28.640000,39.260
28.650000,45.431
28.660000,48.080
28.670000,55.228
28.680000,54.299
28.690000,51.964
28.700000,59.845
28.710000,62.633
28.720000,69.725
28.730000,77.484
28.740000,65.887
28.750000,75.362
28.760000,84.440
28.770000,91.263
28.780000,80.983
28.790000,98.815
28.800000,92.305
28.810000,97.190
28.820000,87.936
28.830000,109.657
28.840000,93.299
28.850000,115.351
28.860000,111.792
28.870000,116.099
28.880000,127.953
28.890000,126.040
28.900000,135.195
28.910000,144.106
28.920000,121.563
28.930000,145.191
28.940000,133.055
28.950000,141.598
28.960000,132.117
28.970000,149.247
28.980000,155.536
28.990000,159.658
29.000000,145.260
29.010000,151.100
29.020000,177.434
29.030000,169.892
29.040000,173.713
29.050000,193.800
29.060000,175.667
29.070000,174.501
29.080000,182.205
29.090000,170.737
29.100000,185.989
29.110000,188.777
29.120000,174.645
29.130000,183.065
29.140000,181.092
29.150000,174.389
29.160000,212.620
29.170000,191.167
29.180000,191.091
29.190000,196.123
29.200000,204.043
29.210000,233.105
29.220000,231.834
29.230000,230.878
29.240000,259.298
29.250000,256.570
29.260000,267.141
29.270000,269.129
29.280000,274.080
29.290000,271.771
29.300000,270.010
29.310000,280.623
29.320000,295.587
29.330000,292.130
29.340000,303.613
29.350000,284.178
29.360000,300.592
29.370000,276.309
29.380000,275.615
29.390000,274.514
29.400000,264.495
29.410000,241.618
29.420000,248.413
29.430000,231.606
29.440000,244.758
29.450000,227.787
29.460000,234.568
29.470000,238.136
29.480000,223.480
